uuid,name,date,total_capacity,free_space,used_space
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-21 00:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 23:02:20,32078,29800,2278
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 22:02:20,32078,28741,3337
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 21:02:20,32078,31406,672
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 20:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 19:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 18:02:20,32078,31694,384
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 17:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 16:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 15:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 14:02:20,32078,31863,215
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 13:02:20,32078,31439,639
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 12:02:20,32078,30336,1742
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 11:02:20,32078,30446,1632
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 10:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 09:02:20,32078,29491,2587
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 08:02:20,32078,31510,568
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 07:02:20,32078,30547,1531
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 06:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 05:02:20,32078,30834,1244
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 04:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 03:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 02:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 01:02:20,32078,29990,2088
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-20 00:02:20,32078,28102,3976
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 23:02:20,32078,30675,1403
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 22:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 21:02:20,32078,28986,3092
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 20:02:20,32078,30070,2008
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 19:02:20,32078,31205,873
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 18:02:20,32078,31820,258
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 17:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 16:02:20,32078,31810,268
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 15:02:20,32078,29585,2493
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 14:02:20,32078,31696,382
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 13:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 12:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 11:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 10:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 09:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 08:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 07:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 06:02:20,32078,32078,0
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 05:02:20,32078,31263,815
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 04:02:20,32078,29507,2571
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 03:02:20,32078,28652,3426
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 02:02:20,32078,27300,4778
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 01:02:20,32078,26028,6050
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-19 00:02:20,32078,25702,6376
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 23:02:20,32078,24725,7353
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 22:02:20,32078,25499,6579
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 21:02:20,32078,26545,5533
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 20:02:20,32078,25222,6856
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 19:02:20,32078,22431,9647
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 18:02:20,32078,22249,9829
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 17:02:20,32078,25196,6882
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 16:02:20,32078,22530,9548
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 15:02:20,32078,20772,11306
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 14:02:20,32078,20705,11373
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 13:02:20,32078,22949,9129
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 12:02:20,32078,22816,9262
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 11:02:20,32078,23487,8591
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 10:02:20,32078,25881,6197
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 09:02:20,32078,27303,4775
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 08:02:20,32078,24110,7968
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 07:02:20,32078,24042,8036
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 06:02:20,32078,25711,6367
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 05:02:20,32078,25937,6141
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 04:02:20,32078,27726,4352
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 03:02:20,32078,28333,3745
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 02:02:20,32078,26909,5169
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 01:02:20,32078,27827,4251
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-18 00:02:20,32078,30187,1891
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 23:02:20,32078,27412,4666
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 22:02:20,32078,24512,7566
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 21:02:20,32078,24569,7509
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 20:02:20,32078,27589,4489
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 19:02:20,32078,25615,6463
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 18:02:20,32078,28346,3732
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 17:02:20,32078,30428,1650
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 16:02:20,32078,27702,4376
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 15:02:20,32078,26331,5747
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 14:02:20,32078,25461,6617
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 13:02:20,32078,24986,7092
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 12:02:20,32078,24376,7702
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 11:02:20,32078,26689,5389
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 10:02:20,32078,25801,6277
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 09:02:20,32078,22828,9250
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 08:02:20,32078,20576,11502
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 07:02:20,32078,18750,13328
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 06:02:20,32078,18223,13855
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 05:02:20,32078,19364,12714
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 04:02:20,32078,16355,15723
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 03:02:20,32078,16734,15344
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 02:02:20,32078,15048,17030
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 01:02:20,32078,12665,19413
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-17 00:02:20,32078,11686,20392
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 23:02:20,32078,9438,22640
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 22:02:20,32078,11486,20592
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 21:02:20,32078,12207,19871
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 20:02:20,32078,12601,19477
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 19:02:20,32078,14204,17874
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 18:02:20,32078,13475,18603
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 17:02:20,32078,10968,21110
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 16:02:20,32078,12735,19343
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 15:02:20,32078,13864,18214
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 14:02:20,32078,14959,17119
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 13:02:20,32078,15839,16239
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 12:02:20,32078,16946,15132
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 11:02:20,32078,16570,15508
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 10:02:20,32078,17540,14538
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 09:02:20,32078,19539,12539
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 08:02:20,32078,18349,13729
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 07:02:20,32078,20972,11106
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 06:02:20,32078,18536,13542
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 05:02:20,32078,19229,12849
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 04:02:20,32078,19613,12465
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 03:02:20,32078,19867,12211
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 02:02:20,32078,20038,12040
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 01:02:20,32078,17097,14981
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-16 00:02:20,32078,15306,16772
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 23:02:20,32078,14349,17729
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 22:02:20,32078,13605,18473
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 21:02:20,32078,12466,19612
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 20:02:20,32078,9997,22081
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 19:02:20,32078,8585,23493
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 18:02:20,32078,11368,20710
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 17:02:20,32078,14089,17989
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 16:02:20,32078,12277,19801
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 15:02:20,32078,13060,19018
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 14:02:20,32078,12445,19633
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 13:02:20,32078,9256,22822
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 12:02:20,32078,7522,24556
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 11:02:20,32078,9989,22089
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 10:02:20,32078,12561,19517
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 09:02:20,32078,10177,21901
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 08:02:20,32078,9303,22775
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 07:02:20,32078,9897,22181
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 06:02:20,32078,9422,22656
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 05:02:20,32078,11434,20644
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 04:02:20,32078,14210,17868
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 03:02:20,32078,13651,18427
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 02:02:20,32078,15745,16333
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 01:02:20,32078,17082,14996
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-15 00:02:20,32078,14326,17752
3ccb774c-8ffd-423e-8138-97099fbbedf7,Volume_1,2023-11-14 23:02:20,32078,12906,19172
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 22:02:20,20000,681,19319
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 21:02:20,20000,2565,17435
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 20:02:20,20000,1675,18325
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 19:02:20,20000,785,19215
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 18:02:20,20000,1527,18473
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 17:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 16:02:20,20000,1546,18454
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 15:02:20,20000,3448,16552
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 14:02:20,20000,3381,16619
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 13:02:20,20000,3171,16829
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 12:02:20,20000,4783,15217
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 11:02:20,20000,3392,16608
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 10:02:20,20000,4074,15926
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 09:02:20,20000,4726,15274
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 08:02:20,20000,4451,15549
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 07:02:20,20000,2774,17226
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 06:02:20,20000,3969,16031
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 05:02:20,20000,4411,15589
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 04:02:20,20000,3859,16141
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 03:02:20,20000,4968,15032
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 02:02:20,20000,5655,14345
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 01:02:20,20000,7063,12937
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-21 00:02:20,20000,7696,12304
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 23:02:20,20000,7900,12100
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 22:02:20,20000,6423,13577
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 21:02:20,20000,5975,14025
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 20:02:20,20000,7067,12933
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 19:02:20,20000,7810,12190
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 18:02:20,20000,7822,12178
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 17:02:20,20000,8089,11911
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 16:02:20,20000,8276,11724
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 15:02:20,20000,9172,10828
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 14:02:20,20000,10179,9821
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 13:02:20,20000,8548,11452
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 12:02:20,20000,9884,10116
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 11:02:20,20000,8304,11696
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 10:02:20,20000,8900,11100
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 09:02:20,20000,9091,10909
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 08:02:20,20000,7865,12135
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 07:02:20,20000,7814,12186
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 06:02:20,20000,6827,13173
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 05:02:20,20000,6465,13535
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 04:02:20,20000,6969,13031
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 03:02:20,20000,6292,13708
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 02:02:20,20000,5718,14282
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 01:02:20,20000,6014,13986
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-20 00:02:20,20000,6185,13815
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 23:02:20,20000,7180,12820
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 22:02:20,20000,5383,14617
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 21:02:20,20000,4923,15077
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 20:02:20,20000,3206,16794
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 19:02:20,20000,2143,17857
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 18:02:20,20000,268,19732
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 17:02:20,20000,528,19472
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 16:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 15:02:20,20000,344,19656
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 14:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 13:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 12:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 11:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 10:02:20,20000,1380,18620
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 09:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 08:02:20,20000,308,19692
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 07:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 06:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 05:02:20,20000,516,19484
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 04:02:20,20000,1367,18633
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 03:02:20,20000,2841,17159
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 02:02:20,20000,3996,16004
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 01:02:20,20000,2512,17488
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-19 00:02:20,20000,3892,16108
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 23:02:20,20000,4064,15936
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 22:02:20,20000,2301,17699
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 21:02:20,20000,2108,17892
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 20:02:20,20000,3083,16917
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 19:02:20,20000,1466,18534
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 18:02:20,20000,1969,18031
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 17:02:20,20000,1853,18147
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 16:02:20,20000,2138,17862
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 15:02:20,20000,3076,16924
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 14:02:20,20000,3575,16425
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 13:02:20,20000,4833,15167
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 12:02:20,20000,4958,15042
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 11:02:20,20000,3656,16344
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 10:02:20,20000,3007,16993
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 09:02:20,20000,2828,17172
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 08:02:20,20000,2316,17684
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 07:02:20,20000,1316,18684
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 06:02:20,20000,729,19271
